Index,,,,,,Eurobarometer 91.5 - ITALIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VOLUME C Pondéré Weighted,,,,,,,,,,Terrain/Fieldwork : 07/06 - 26/06/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-,-,,,,,,,,,,,,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Man,Woman,,,,,,,,,,,,Before 1928,1928 - 1945,Total 'Before 1946',1946 - 1964 'BB',1965 - 1980 'X',After 1980 'Millenials',,,,Still studying,Self- employed,Managers,Other white collars,Manual workers,House persons,Unemployed,Retired,Students,Married,Single living with a partner,Single,Divorced or separated,Widow,Single Household without children,Single Household with children,Multiple Household without children,Household with children,,,,,Most of the time,From time to time,Almost never/ Never,The working class,The lower middle class,The middle class,The upper middle class,The upper class,Rural village,Small/ mid size town,Large town,Everyday,Often/ Sometimes,Never,,,,,Strong,Medium,Low,Not at all,Agree,Disagree,Agree,Disagree,Left,Centre,Right,Frequently,Occasio-nally,Never,Right direction,Wrong direction,Neither,Right direction,Wrong direction,Neither,A good thing,A bad thing,Neither a good thing nor a bad thing,Benefited,Not benefited,Voted,Did not vote,Voted,Did not vote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TOTAL,1026,491,535,112,213,268,434,112,127,151,203,141,197,95,0,101,101,333,299,294,252,395,235,110,116,78,168,144,92,68,251,110,590,105,204,31,81,279,38,330,366,135,330,241,319,103,493,395,120,172,606,90,9,101,687,237,716,121,161,173,448,233,172,152,454,206,214,391,568,477,483,226,258,233,120,513,392,285,556,110,242,541,102,376,203,417,433,491,537,489,563,463,275,199,207,230,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, 15-,252,118,135,1,16,39,196,1,12,11,33,47,88,60,0,62,62,134,41,15,252,0,0,0,16,2,3,42,40,14,134,0,169,16,16,6,45,56,11,113,72,50,122,40,41,36,122,92,52,68,122,6,0,22,177,54,90,41,105,34,82,65,71,27,97,56,72,50,169,75,144,44,54,58,17,106,129,67,139,23,33,156,26,54,70,119,67,152,110,142,129,123,77,52,45,47,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,25%,24%,25%,1%,8%,15%,45%,1%,9%,7%,16%,33%,45%,63%,- ,61%,61%,40%,14%,5%,100%,- ,- ,- ,14%,2%,2%,29%,44%,21%,54%,- ,29%,15%,8%,19%,55%,20%,30%,34%,20%,37%,37%,17%,13%,34%,25%,23%,44%,39%,20%,7%,- ,21%,26%,23%,13%,33%,66%,20%,18%,28%,41%,18%,21%,27%,34%,13%,30%,16%,30%,20%,21%,25%,14%,21%,33%,23%,25%,21%,14%,29%,26%,14%,34%,29%,16%,31%,20%,29%,23%,27%,28%,26%,22%,20%,27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, 16-19,395,182,214,12,94,136,153,12,51,77,103,60,77,16,0,20,20,133,151,91,0,395,0,0,50,16,117,63,40,31,79,0,267,50,46,14,16,58,17,122,194,32,126,105,131,36,227,126,38,69,261,22,0,24,276,96,307,48,34,67,184,92,52,58,196,81,60,152,229,195,186,80,108,99,43,220,132,109,220,42,93,213,31,134,82,164,160,205,223,172,227,168,95,83,84,84,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,38%,37%,40%,11%,44%,51%,35%,11%,40%,51%,51%,42%,39%,17%,- ,20%,20%,40%,51%,31%,- ,100%,- ,- ,43%,21%,69%,44%,43%,45%,31%,- ,45%,47%,23%,46%,19%,21%,46%,37%,53%,24%,38%,44%,41%,35%,46%,32%,32%,40%,43%,24%,- ,24%,40%,40%,43%,40%,21%,39%,41%,40%,30%,38%,43%,40%,28%,39%,40%,41%,38%,35%,42%,42%,36%,43%,34%,38%,40%,38%,38%,39%,30%,36%,40%,39%,37%,42%,42%,35%,40%,36%,34%,42%,40%,36%,44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, 20+,235,119,116,5,78,84,68,5,46,54,61,31,24,14,0,14,14,54,95,72,0,0,235,0,47,60,47,25,10,21,25,0,139,22,53,11,10,69,5,65,95,44,62,56,72,16,94,115,11,27,142,42,5,23,153,59,206,19,7,53,117,47,18,55,118,35,27,137,93,143,87,70,61,60,48,133,54,71,130,21,78,114,21,122,26,85,138,77,153,81,155,80,69,47,51,57,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,23%,24%,22%,4%,37%,31%,16%,4%,36%,36%,30%,22%,12%,15%,- ,14%,14%,16%,32%,25%,- ,- ,100%,- ,41%,77%,28%,17%,11%,31%,10%,- ,23%,21%,26%,35%,13%,25%,13%,20%,26%,33%,19%,23%,23%,15%,19%,29%,9%,16%,23%,47%,58%,22%,22%,25%,29%,16%,4%,31%,26%,20%,10%,36%,26%,17%,12%,35%,16%,30%,18%,31%,24%,26%,40%,26%,14%,25%,23%,19%,32%,21%,21%,33%,13%,20%,32%,16%,29%,17%,27%,17%,25%,24%,24%,25%,9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Toujours étudiant(e),110,51,59,93,17,0,0,93,17,0,0,0,0,0,0,0,0,0,0,110,0,0,0,110,0,0,0,0,0,0,0,110,4,15,83,0,0,83,0,18,1,2,2,34,72,6,34,56,4,5,75,18,1,16,66,27,106,3,0,18,54,20,19,12,39,23,36,46,56,54,49,28,32,14,11,48,51,36,55,13,38,48,11,61,14,31,62,37,48,62,48,62,29,17,25,25,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Still Studying,11%,10%,11%,83%,8%,- ,- ,83%,14%,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,37%,- ,- ,- ,100%,- ,- ,- ,- ,- ,- ,- ,100%,1%,14%,41%,- ,- ,30%,- ,6%,- ,1%,1%,14%,22%,6%,7%,14%,3%,3%,13%,20%,9%,16%,10%,11%,15%,3%,- ,10%,12%,8%,11%,8%,9%,11%,17%,12%,10%,11%,10%,13%,12%,6%,9%,9%,13%,13%,10%,11%,16%,9%,10%,16%,7%,8%,14%,7%,9%,12%,9%,13%,11%,8%,12%,11%,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pas fait d'études,7,1,5,1,0,0,5,1,0,0,0,1,2,2,0,2,2,2,0,1,0,0,0,0,0,0,0,1,0,2,4,0,1,0,1,0,4,4,1,1,1,4,1,1,0,3,3,0,3,2,0,0,0,1,5,1,1,0,5,0,2,0,4,0,0,3,3,1,2,0,3,0,1,0,0,1,5,0,4,0,0,1,1,1,5,0,1,5,2,5,0,7,1,0,2,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,No full-time education,1%,- ,1%,1%,- ,- ,1%,1%,- ,- ,- ,1%,1%,2%,- ,2%,2%,1%,- ,1%,- ,- ,- ,- ,- ,- ,- ,1%,- ,3%,2%,- ,- ,- ,- ,- ,5%,1%,2%,- ,- ,3%,- ,- ,- ,3%,1%,- ,3%,1%,- ,- ,- ,1%,1%,1%,- ,- ,3%,- ,1%,- ,2%,- ,- ,2%,1%,- ,1%,- ,1%,- ,- ,- ,- ,- ,1%,- ,1%,- ,- ,- ,1%,- ,3%,- ,- ,1%,- ,1%,- ,2%,- ,- ,1%,- ,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Refus,13,9,5,0,3,7,3,0,0,6,4,1,2,0,0,0,0,3,7,3,0,0,0,0,3,0,0,8,1,0,1,0,6,0,1,0,3,3,1,5,2,0,8,4,2,1,6,3,4,0,2,1,3,9,4,0,3,5,2,0,6,4,3,0,3,2,8,3,7,5,4,2,0,1,0,4,9,3,2,6,0,3,6,0,2,11,3,7,0,13,3,10,2,0,0,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Refusal,1%,2%,1%,- ,1%,3%,1%,- ,- ,4%,2%,1%,1%,- ,- ,- ,- ,1%,2%,1%,- ,- ,- ,- ,2%,- ,- ,6%,1%,- ,- ,- ,1%,- ,- ,- ,4%,1%,2%,1%,1%,- ,2%,2%,1%,1%,1%,1%,3%,- ,- ,1%,33%,9%,- ,- ,- ,5%,1%,- ,1%,2%,2%,- ,1%,1%,4%,1%,1%,1%,1%,1%,- ,- ,- ,1%,2%,1%,- ,6%,- ,1%,6%,- ,1%,3%,1%,1%,- ,3%,1%,2%,1%,- ,- ,4%,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NSP,14,12,3,0,4,1,9,0,1,3,1,1,5,3,0,3,3,6,4,1,0,0,0,0,0,0,1,4,1,0,8,0,4,3,4,0,3,5,3,6,1,3,9,1,1,6,6,3,7,2,3,1,0,7,7,1,3,4,7,1,4,4,6,1,1,5,7,2,12,3,11,1,2,1,1,2,11,0,6,6,0,6,6,3,3,5,1,8,1,13,2,12,2,1,1,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DK,1%,3%,- ,- ,2%,- ,2%,- ,1%,2%,1%,1%,2%,3%,- ,3%,3%,2%,1%,- ,- ,- ,- ,- ,- ,- ,1%,3%,1%,- ,3%,- ,1%,3%,2%,- ,4%,2%,7%,2%,- ,2%,3%,- ,- ,6%,1%,1%,6%,1%,1%,1%,- ,7%,1%,- ,- ,3%,5%,- ,1%,2%,4%,- ,- ,2%,4%,- ,2%,1%,2%,- ,1%,1%,1%,- ,3%,- ,1%,5%,- ,1%,6%,1%,2%,1%,- ,2%,- ,3%,- ,3%,1%,- ,1%,4%,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Moyenne/Average,18.7,18.8,18.6,19.1,20.6,19.9,17.2,19.1,20.5,20.3,20.0,18.5,17.4,14.5,0.0,14.6,14.6,17.9,19.9,20.5,13.0,18.2,25.8,0.0,20.4,23.0,20.2,19.1,16.5,19.0,16.1,0.0,18.7,19.2,20.8,20.0,15.0,19.1,16.9,18.1,19.2,18.5,17.9,19.5,19.2,17.3,18.6,19.3,17.1,17.2,18.8,23.3,24.8,21.2,18.5,18.7,20.1,17.2,14.7,19.7,19.3,18.7,16.1,20.7,19.2,17.7,16.9,19.9,18.4,19.7,18.3,20.2,19.0,19.0,20.4,19.4,17.1,18.3,19.2,18.3,19.9,18.6,18.4,20.2,17.3,18.3,19.8,18.1,19.5,17.8,19.5,17.7,18.0,19.6,19.4,19.0,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
